A,B,C,D
847.1649,848.8099,881.7095,857.0347
850.4548,901.4492,881.7095,865.2596
850.4548,954.0886,881.7095,855.3898
858.6797,848.8099,671.152,861.9697
853.7448,796.1705,671.152,868.5496
852.0998,796.1705,671.152,868.5496
845.5199,848.8099,776.4307,860.3247
845.5199,901.4492,881.7095,850.4548
847.1649,901.4492,881.7095,852.0998
857.0347,796.1705,776.4307,861.9697
855.3898,796.1705,881.7095,873.4846
852.0998,796.1705,881.7095,876.7745
848.8099,796.1705,881.7095,866.9047
840.585,690.8917,565.8732,850.4548
857.0347,743.5311,671.152,860.3247
853.7448,848.8099,881.7095,850.4548
853.7448,848.8099,776.4307,858.6797
861.9697,901.4492,881.7095,865.2596
843.8749,954.0886,776.4307,852.0998
850.4548,901.4492,776.4307,865.2596
848.8099,1006.728,986.9882,860.3247
855.3898,954.0886,881.7095,873.4846
868.5496,901.4492,881.7095,863.6147
868.5496,901.4492,881.7095,873.4846
861.9697,796.1705,671.152,878.4195
857.0347,848.8099,776.4307,861.9697
850.4548,848.8099,881.7095,865.2596
853.7448,901.4492,881.7095,866.9047
852.0998,954.0886,881.7095,860.3247
857.0347,796.1705,565.8732,866.9047
853.7448,848.8099,776.4307,868.5496
866.9047,848.8099,776.4307,866.9047
873.4846,848.8099,776.4307,868.5496
866.9047,690.8917,618.5126,873.4846
866.9047,743.5311,829.0701,871.8396
857.0347,743.5311,829.0701,873.4846
858.6797,743.5311,934.3488,873.4846
855.3898,796.1705,934.3488,863.6147
848.8099,743.5311,829.0701,870.1946
842.2299,848.8099,986.9882,870.1946
843.8749,796.1705,776.4307,868.5496
847.1649,848.8099,934.3488,865.2596
853.7448,848.8099,881.7095,863.6147
860.3247,848.8099,881.7095,870.1946
858.6797,848.8099,881.7095,875.1295
861.9697,848.8099,934.3488,878.4195
861.9697,796.1705,723.7913,875.1295
855.3898,848.8099,934.3488,871.8396
858.6797,901.4492,934.3488,860.3247
850.4548,796.1705,829.0701,865.2596
852.0998,848.8099,881.7095,868.5496
855.3898,638.2524,513.2339,873.4846
847.1649,638.2524,671.152,880.0645
853.7448,638.2524,671.152,873.4846
852.0998,638.2524,618.5126,876.7745
853.7448,585.613,565.8732,873.4846
850.4548,743.5311,881.7095,861.9697
852.0998,638.2524,671.152,861.9697
842.2299,743.5311,986.9882,860.3247
840.585,796.1705,934.3488,853.7448
850.4548,743.5311,776.4307,861.9697
857.0347,848.8099,881.7095,857.0347
852.0998,796.1705,776.4307,855.3898
850.4548,796.1705,776.4307,868.5496
838.94,796.1705,776.4307,870.1946
838.94,822.4902,829.0701,861.9697
850.4548,743.5311,723.7913,865.2596
852.0998,717.2114,723.7913,868.5496
853.7448,769.8508,776.4307,860.3247
847.1649,769.8508,776.4307,865.2596
838.94,822.4902,776.4307,858.6797
850.4548,875.1295,881.7095,855.3898
852.0998,796.1705,723.7913,866.9047
845.5199,796.1705,723.7913,853.7448
852.0998,796.1705,723.7913,860.3247
850.4548,769.8508,723.7913,870.1946
860.3247,769.8508,671.152,875.1295
858.6797,743.5311,618.5126,863.6147
857.0347,822.4902,829.0701,871.8396
848.8099,769.8508,776.4307,868.5496
845.5199,875.1295,986.9882,861.9697
853.7448,901.4492,881.7095,861.9697
850.4548,927.7689,881.7095,848.8099
852.0998,954.0886,881.7095,857.0347
857.0347,796.1705,671.152,870.1946
847.1649,848.8099,776.4307,868.5496
857.0347,796.1705,723.7913,860.3247
853.7448,822.4902,829.0701,861.9697
853.7448,796.1705,829.0701,857.0347
850.4548,769.8508,776.4307,863.6147
842.2299,796.1705,776.4307,857.0347
843.8749,927.7689,934.3488,853.7448
850.4548,901.4492,776.4307,853.7448
843.8749,796.1705,723.7913,863.6147
842.2299,796.1705,776.4307,870.1946
850.4548,822.4902,829.0701,860.3247
860.3247,848.8099,829.0701,866.9047
857.0347,848.8099,776.4307,868.5496
860.3247,901.4492,881.7095,871.8396
829.0701,848.8099,829.0701,843.8749
814.2653,901.4492,934.3488,835.65
829.0701,954.0886,934.3488,838.94
815.9103,848.8099,776.4307,834.005
830.7151,901.4492,986.9882,842.2299
832.36,901.4492,881.7095,838.94
834.005,901.4492,881.7095,840.585
842.2299,848.8099,776.4307,850.4548
848.8099,848.8099,934.3488,847.1649
835.65,848.8099,776.4307,842.2299
837.295,848.8099,934.3488,850.4548
827.4251,901.4492,934.3488,845.5199
843.8749,901.4492,829.0701,860.3247
852.0998,901.4492,881.7095,855.3898
843.8749,810.9753,697.4717,857.0347
843.8749,804.3954,697.4717,863.6147
852.0998,745.1761,644.8323,866.9047
850.4548,751.756,697.4717,860.3247
845.5199,843.8749,750.111,852.0998
852.0998,837.295,750.111,863.6147
843.8749,982.0533,960.6685,855.3898
848.8099,857.0347,697.4717,861.9697
852.0998,817.5552,697.4717,863.6147
852.0998,857.0347,750.111,870.1946
852.0998,837.295,750.111,865.2596
853.7448,784.6556,697.4717,868.5496
845.5199,712.2765,750.111,868.5496
843.8749,843.8749,802.7504,860.3247
848.8099,824.1351,697.4717,870.1946
850.4548,824.1351,750.111,861.9697
845.5199,903.0942,855.3898,853.7448
843.8749,796.1705,750.111,866.9047
827.4251,939.2838,908.0292,855.3898
842.2299,865.2596,723.7913,858.6797
845.5199,850.4548,776.4307,866.9047
842.2299,845.5199,776.4307,868.5496
845.5199,817.5552,750.111,873.4846
843.8749,776.4307,750.111,866.9047
843.8749,741.8861,697.4717,863.6147
845.5199,807.6854,802.7504,868.5496
850.4548,835.65,802.7504,860.3247
842.2299,868.5496,750.111,861.9697
847.1649,791.2355,750.111,866.9047
843.8749,809.3303,855.3898,868.5496
837.295,853.7448,855.3898,870.1946
835.65,853.7448,855.3898,868.5496
838.94,962.3135,986.9882,860.3247
843.8749,837.295,776.4307,861.9697
840.585,876.7745,881.7095,863.6147
847.1649,863.6147,829.0701,870.1946
848.8099,843.8749,829.0701,868.5496
857.0347,705.6966,671.152,866.9047
843.8749,791.2355,881.7095,858.6797
838.94,810.9753,829.0701,863.6147
838.94,863.6147,986.9882,860.3247
827.4251,1014.953,1039.628,860.3247
842.2299,857.0347,776.4307,865.2596
838.94,817.5552,829.0701,857.0347
838.94,817.5552,829.0701,870.1946
850.4548,817.5552,829.0701,863.6147
861.9697,758.3359,829.0701,863.6147
852.0998,758.3359,776.4307,866.9047
845.5199,784.6556,829.0701,861.9697
845.5199,889.9344,881.7095,860.3247
832.36,945.8637,881.7095,861.9697
847.1649,834.005,671.152,870.1946
850.4548,807.6854,723.7913,865.2596
850.4548,843.8749,723.7913,868.5496
845.5199,778.0757,723.7913,868.5496
848.8099,764.9158,723.7913,861.9697
845.5199,801.1054,776.4307,857.0347
838.94,751.756,671.152,858.6797
848.8099,827.4251,776.4307,861.9697
837.295,863.6147,776.4307,850.4548
837.295,801.1054,776.4307,870.1946
845.5199,797.8155,776.4307,870.1946
847.1649,880.0645,881.7095,863.6147
858.6797,860.3247,829.0701,863.6147
850.4548,840.585,776.4307,847.1649
837.295,861.9697,829.0701,853.7448
834.005,812.6203,723.7913,853.7448
825.7802,832.36,829.0701,840.585
825.7802,825.7802,829.0701,837.295
820.8452,838.94,829.0701,830.7151
794.5255,843.8749,829.0701,815.9103
778.0757,868.5496,829.0701,802.7504
768.2058,847.1649,829.0701,778.0757
748.4661,855.3898,829.0701,759.9809
743.5311,764.9158,723.7913,759.9809
730.3713,766.5609,776.4307,755.046
705.6966,735.3062,723.7913,732.0162
694.1817,794.5255,829.0701,717.2114
690.8917,830.7151,829.0701,708.9865
681.0219,940.9288,934.3488,710.6315
667.862,932.7039,829.0701,708.9865
687.6018,827.4251,671.152,708.9865
679.3769,827.4251,671.152,717.2114
685.9568,827.4251,671.152,718.8564
692.5367,774.7858,565.8732,727.0813
695.8267,669.507,565.8732,722.1464
700.7616,827.4251,829.0701,723.7913
695.8267,722.1464,671.152,733.6613
700.7616,932.7039,986.9882,723.7913
699.1166,880.0645,723.7913,736.9512
699.1166,827.4251,723.7913,735.3062
722.1464,827.4251,776.4307,750.111
718.8564,774.7858,723.7913,753.401
718.8564,774.7858,776.4307,753.401
725.4363,774.7858,723.7913,764.9158
718.8564,827.4251,829.0701,761.6259
722.1464,827.4251,829.0701,774.7858
722.1464,959.0236,934.3488,779.7207
748.4661,985.3432,934.3488,786.3006
746.8211,853.7448,671.152,796.1705
763.2709,880.0645,829.0701,794.5255
789.5906,880.0645,829.0701,807.6854
791.2355,827.4251,776.4307,830.7151
804.3954,853.7448,881.7095,838.94
810.9753,853.7448,881.7095,847.1649
824.1351,722.1464,671.152,847.1649
825.7802,906.3842,1039.628,853.7448
835.65,853.7448,829.0701,860.3247
840.585,985.3432,1039.628,873.4846
855.3898,880.0645,881.7095,884.9995
868.5496,853.7448,881.7095,884.9995
876.7745,827.4251,829.0701,899.8043
893.2243,827.4251,829.0701,896.5143
909.6741,827.4251,723.7913,912.9641
903.0942,801.1054,723.7913,912.9641
914.6091,906.3842,881.7095,921.189
921.189,906.3842,829.0701,914.6091
932.7039,1037.983,934.3488,922.834
949.1537,853.7448,671.152,931.0589
944.2187,853.7448,723.7913,940.9288
947.5087,853.7448,829.0701,940.9288
952.4436,827.4251,776.4307,947.5087
970.5384,801.1054,776.4307,949.1537
960.6685,827.4251,776.4307,944.2187
957.3785,774.7858,776.4307,954.0886
947.5087,853.7448,881.7095,942.5737
945.8637,880.0645,829.0701,950.7986
955.7336,853.7448,776.4307,959.0236
954.0886,959.0236,829.0701,949.1537
957.3785,787.9456,699.1166,949.1537
950.7986,840.585,857.0347,957.3785
954.0886,840.585,909.6741,954.0886
968.8934,787.9456,804.3954,962.3135
960.6685,735.3062,804.3954,954.0886
949.1537,787.9456,804.3954,942.5737
945.8637,787.9456,857.0347,947.5087
929.4139,893.2243,962.3135,926.124
939.2838,893.2243,857.0347,940.9288
949.1537,787.9456,804.3954,942.5737
937.6388,840.585,804.3954,942.5737
926.124,787.9456,699.1166,944.2187
931.0589,787.9456,699.1166,935.9938
926.124,735.3062,541.1985,926.124
917.899,787.9456,751.756,926.124
922.834,840.585,804.3954,922.834
922.834,893.2243,909.6741,919.544
908.0292,919.544,804.3954,917.899
914.6091,814.2653,541.1985,922.834
906.3842,893.2243,699.1166,926.124
899.8043,866.9047,646.4773,924.4789
911.3191,866.9047,646.4773,914.6091
911.3191,761.6259,541.1985,909.6741
916.254,893.2243,751.756,908.0292
911.3191,866.9047,751.756,917.899
889.9344,893.2243,804.3954,904.7392
898.1592,945.8637,804.3954,898.1592
894.8693,840.585,751.756,909.6741
893.2243,866.9047,804.3954,908.0292
903.0942,840.585,751.756,908.0292
888.2894,866.9047,857.0347,898.1592
886.6444,787.9456,804.3954,886.6444
893.2243,787.9456,804.3954,891.5793
876.7745,814.2653,751.756,883.3544
871.8396,814.2653,751.756,891.5793
870.1946,814.2653,751.756,886.6444
873.4846,814.2653,751.756,884.9995
875.1295,814.2653,751.756,891.5793
875.1295,866.9047,804.3954,893.2243
875.1295,840.585,751.756,883.3544
880.0645,787.9456,699.1166,886.6444
888.2894,735.3062,751.756,888.2894
894.8693,761.6259,646.4773,884.9995
886.6444,814.2653,804.3954,878.4195
870.1946,787.9456,699.1166,883.3544
886.6444,919.544,1014.953,893.2243
876.7745,893.2243,909.6741,894.8693
858.6797,735.3062,646.4773,876.7745
858.6797,840.585,857.0347,865.2596
845.5199,761.6259,646.4773,853.7448
853.7448,787.9456,646.4773,870.1946
865.2596,682.6669,488.5592,870.1946
861.9697,814.2653,804.3954,866.9047
866.9047,761.6259,593.8379,868.5496
863.6147,893.2243,857.0347,865.2596
863.6147,866.9047,751.756,865.2596
853.7448,787.9456,646.4773,873.4846
852.0998,814.2653,751.756,871.8396
860.3247,814.2653,751.756,883.3544
866.9047,814.2653,751.756,876.7745
870.1946,814.2653,751.756,873.4846
863.6147,840.585,857.0347,876.7745
868.5496,787.9456,751.756,871.8396
871.8396,761.6259,751.756,884.9995
868.5496,656.3472,593.8379,883.3544
860.3247,814.2653,804.3954,876.7745
860.3247,761.6259,699.1166,876.7745
850.4548,866.9047,909.6741,868.5496
857.0347,866.9047,909.6741,871.8396
865.2596,814.2653,804.3954,873.4846
858.6797,814.2653,804.3954,876.7745
861.9697,761.6259,699.1166,876.7745
863.6147,761.6259,804.3954,880.0645
863.6147,708.9865,699.1166,883.3544
858.6797,761.6259,804.3954,883.3544
853.7448,708.9865,593.8379,880.0645
855.3898,814.2653,804.3954,871.8396
858.6797,814.2653,804.3954,870.1946
853.7448,866.9047,909.6741,863.6147
847.1649,866.9047,909.6741,863.6147
850.4548,814.2653,804.3954,868.5496
853.7448,761.6259,804.3954,866.9047
865.2596,708.9865,751.756,870.1946
857.0347,708.9865,646.4773,871.8396
857.0347,551.0684,541.1985,870.1946
860.3247,761.6259,962.3135,863.6147
860.3247,656.3472,699.1166,873.4846
837.295,814.2653,1014.953,855.3898
847.1649,814.2653,857.0347,853.7448
845.5199,761.6259,804.3954,868.5496
843.8749,814.2653,857.0347,866.9047
857.0347,814.2653,857.0347,863.6147
838.94,761.6259,857.0347,860.3247
852.0998,708.9865,751.756,858.6797
853.7448,814.2653,909.6741,850.4548
848.8099,814.2653,857.0347,855.3898
838.94,919.544,909.6741,857.0347
837.295,866.9047,857.0347,855.3898
850.4548,814.2653,751.756,866.9047
845.5199,814.2653,751.756,857.0347
852.0998,814.2653,751.756,860.3247
853.7448,814.2653,699.1166,866.9047
852.0998,761.6259,699.1166,860.3247
838.94,866.9047,857.0347,855.3898
838.94,814.2653,751.756,857.0347
842.2299,972.1834,1014.953,852.0998
837.295,919.544,857.0347,857.0347
838.94,866.9047,804.3954,861.9697
835.65,919.544,962.3135,857.0347
835.65,814.2653,804.3954,857.0347
847.1649,814.2653,857.0347,858.6797
850.4548,814.2653,857.0347,863.6147
850.4548,814.2653,857.0347,860.3247
855.3898,801.1054,891.5793,866.9047
852.0998,911.3191,876.7745,853.7448
837.295,911.3191,876.7745,847.1649
837.295,924.4789,850.4548,853.7448
842.2299,822.4902,745.1761,855.3898
843.8749,875.1295,838.94,861.9697
848.8099,820.8452,819.2002,863.6147
842.2299,822.4902,834.005,861.9697
843.8749,779.7207,807.6854,861.9697
850.4548,761.6259,787.9456,866.9047
847.1649,781.3657,791.2355,861.9697
840.585,778.0757,812.6203,858.6797
840.585,884.9995,875.1295,855.3898
840.585,812.6203,764.9158,857.0347
843.8749,863.6147,837.295,866.9047
857.0347,850.4548,809.3303,866.9047
860.3247,871.8396,843.8749,865.2596
845.5199,792.8806,843.8749,868.5496
840.585,792.8806,896.5143,865.2596
840.585,792.8806,896.5143,857.0347
852.0998,792.8806,896.5143,863.6147
866.9047,819.2002,896.5143,855.3898
860.3247,819.2002,896.5143,855.3898
843.8749,871.8396,896.5143,868.5496
845.5199,819.2002,843.8749,875.1295
845.5199,898.1592,949.1537,868.5496
850.4548,845.5199,896.5143,865.2596
853.7448,819.2002,843.8749,868.5496
852.0998,766.5609,685.9568,868.5496
857.0347,766.5609,685.9568,873.4846
842.2299,871.8396,949.1537,866.9047
850.4548,871.8396,843.8749,861.9697
848.8099,977.1183,1001.793,870.1946
855.3898,845.5199,738.5962,873.4846
855.3898,858.6797,949.1537,870.1946
858.6797,865.2596,949.1537,868.5496
855.3898,845.5199,949.1537,873.4846
860.3247,727.0813,738.5962,870.1946
863.6147,766.5609,843.8749,873.4846
858.6797,838.94,949.1537,863.6147
855.3898,838.94,1001.793,857.0347
840.585,957.3785,1001.793,861.9697
848.8099,819.2002,791.2355,871.8396
850.4548,884.9995,896.5143,866.9047
848.8099,812.6203,738.5962,863.6147
853.7448,819.2002,843.8749,861.9697
852.0998,819.2002,843.8749,858.6797
857.0347,865.2596,843.8749,870.1946
852.0998,852.0998,843.8749,866.9047
852.0998,904.7392,738.5962,861.9697
852.0998,904.7392,738.5962,863.6147
843.8749,799.4604,528.0387,863.6147
850.4548,852.0998,843.8749,857.0347
838.94,904.7392,843.8749,860.3247
835.65,904.7392,843.8749,868.5496
838.94,1062.657,1054.432,852.0998
845.5199,957.3785,738.5962,861.9697
855.3898,957.3785,738.5962,861.9697
857.0347,957.3785,738.5962,861.9697
842.2299,852.0998,738.5962,863.6147
850.4548,852.0998,843.8749,865.2596
845.5199,746.8211,633.3174,863.6147
842.2299,852.0998,843.8749,866.9047
840.585,852.0998,738.5962,857.0347
835.65,957.3785,949.1537,850.4548
845.5199,904.7392,843.8749,858.6797
850.4548,746.8211,738.5962,857.0347
855.3898,799.4604,843.8749,868.5496
838.94,694.1817,738.5962,876.7745
845.5199,694.1817,738.5962,873.4846
840.585,588.903,633.3174,870.1946
840.585,799.4604,949.1537,860.3247
848.8099,799.4604,843.8749,857.0347
845.5199,904.7392,949.1537,853.7448
842.2299,852.0998,843.8749,865.2596
848.8099,852.0998,843.8749,861.9697
847.1649,852.0998,843.8749,870.1946
853.7448,799.4604,843.8749,865.2596
863.6147,799.4604,843.8749,868.5496
865.2596,746.8211,738.5962,870.1946
855.3898,852.0998,843.8749,868.5496
838.94,832.36,843.8749,853.7448
832.36,937.6388,896.5143,847.1649
832.36,855.3898,843.8749,860.3247
845.5199,799.4604,791.2355,863.6147
847.1649,819.2002,791.2355,861.9697
843.8749,809.3303,791.2355,870.1946
848.8099,799.4604,791.2355,868.5496
847.1649,819.2002,843.8749,863.6147
835.65,855.3898,843.8749,866.9047
840.585,756.691,685.9568,857.0347
837.295,865.2596,896.5143,852.0998
840.585,822.4902,738.5962,855.3898
847.1649,842.2299,738.5962,865.2596
852.0998,884.9995,843.8749,858.6797
860.3247,891.5793,791.2355,860.3247
863.6147,825.7802,791.2355,868.5496
852.0998,842.2299,843.8749,873.4846
847.1649,884.9995,896.5143,875.1295
850.4548,802.7504,791.2355,866.9047
853.7448,727.0813,791.2355,863.6147
850.4548,845.5199,896.5143,852.0998
847.1649,847.1649,896.5143,858.6797
855.3898,963.9585,949.1537,857.0347
855.3898,852.0998,738.5962,865.2596
847.1649,817.5552,738.5962,873.4846
845.5199,827.4251,738.5962,870.1946
845.5199,830.7151,791.2355,865.2596
861.9697,766.5609,738.5962,878.4195
860.3247,771.4958,685.9568,866.9047
868.5496,784.6556,685.9568,863.6147
855.3898,812.6203,791.2355,868.5496
838.94,857.0347,791.2355,858.6797
847.1649,909.6741,843.8749,870.1946
842.2299,909.6741,791.2355,860.3247
861.9697,909.6741,843.8749,866.9047
863.6147,857.0347,791.2355,858.6797
857.0347,751.756,738.5962,865.2596
848.8099,804.3954,843.8749,871.8396
855.3898,751.756,685.9568,868.5496
858.6797,725.4363,791.2355,873.4846
853.7448,804.3954,896.5143,861.9697
855.3898,804.3954,791.2355,866.9047
845.5199,830.7151,843.8749,870.1946
840.585,857.0347,896.5143,871.8396
840.585,857.0347,791.2355,868.5496
850.4548,830.7151,791.2355,871.8396
845.5199,883.3544,843.8749,865.2596
847.1649,804.3954,633.3174,865.2596
847.1649,768.2058,732.0162,863.6147
850.4548,787.9456,764.9158,865.2596
852.0998,817.5552,786.3006,861.9697
838.94,794.5255,648.1223,858.6797
845.5199,863.6147,932.7039,858.6797
842.2299,939.2838,934.3488,853.7448
850.4548,817.5552,789.5906,866.9047
842.2299,820.8452,794.5255,857.0347
838.94,899.8043,866.9047,858.6797
843.8749,853.7448,824.1351,863.6147
847.1649,725.4363,630.0275,871.8396
847.1649,745.1761,799.4604,863.6147
847.1649,817.5552,792.8806,858.6797
848.8099,781.3657,789.5906,858.6797
832.36,820.8452,810.9753,858.6797
837.295,843.8749,815.9103,861.9697
830.7151,796.1705,735.3062,858.6797
840.585,896.5143,853.7448,866.9047
840.585,848.8099,784.6556,861.9697
838.94,840.585,801.1054,866.9047
845.5199,822.4902,791.2355,861.9697
852.0998,843.8749,827.4251,863.6147
848.8099,784.6556,797.8155,870.1946
850.4548,827.4251,807.6854,858.6797
848.8099,812.6203,804.3954,863.6147
845.5199,827.4251,843.8749,850.4548
848.8099,906.3842,860.3247,858.6797
848.8099,843.8749,807.6854,863.6147
853.7448,906.3842,886.6444,863.6147
855.3898,886.6444,817.5552,861.9697
850.4548,860.3247,794.5255,855.3898
857.0347,727.0813,692.5367,863.6147
848.8099,746.8211,847.1649,860.3247
843.8749,832.36,847.1649,855.3898
843.8749,825.7802,847.1649,861.9697
835.65,1003.438,952.4436,860.3247
848.8099,819.2002,741.8861,865.2596
857.0347,858.6797,847.1649,861.9697
853.7448,825.7802,847.1649,863.6147
848.8099,838.94,847.1649,871.8396
850.4548,727.0813,741.8861,870.1946
847.1649,799.4604,847.1649,878.4195
847.1649,773.1407,741.8861,868.5496
852.0998,858.6797,952.4436,865.2596
848.8099,878.4195,847.1649,861.9697
850.4548,931.0589,952.4436,863.6147
855.3898,878.4195,847.1649,861.9697
852.0998,852.0998,847.1649,860.3247
853.7448,858.6797,847.1649,863.6147
847.1649,753.401,794.5255,860.3247
855.3898,753.401,741.8861,861.9697
858.6797,700.7616,741.8861,860.3247
850.4548,858.6797,1005.083,861.9697
848.8099,753.401,794.5255,870.1946
848.8099,911.3191,1057.722,857.0347
845.5199,753.401,741.8861,866.9047
853.7448,753.401,847.1649,875.1295
848.8099,806.0403,899.8043,870.1946
842.2299,700.7616,689.2468,876.7745
852.0998,700.7616,847.1649,868.5496
853.7448,753.401,847.1649,860.3247
847.1649,753.401,847.1649,866.9047
834.005,753.401,794.5255,855.3898
840.585,858.6797,847.1649,857.0347
835.65,806.0403,847.1649,861.9697
840.585,950.7986,978.7633,852.0998
848.8099,878.4195,873.4846,858.6797
842.2299,801.1054,794.5255,866.9047
850.4548,861.9697,873.4846,863.6147
857.0347,781.3657,768.2058,857.0347
853.7448,840.585,847.1649,866.9047
852.0998,827.4251,847.1649,861.9697
853.7448,814.2653,899.8043,863.6147
843.8749,843.8749,899.8043,858.6797
853.7448,832.36,847.1649,860.3247
853.7448,837.295,847.1649,857.0347
850.4548,838.94,820.8452,863.6147
848.8099,822.4902,847.1649,865.2596
858.6797,702.4066,636.6074,870.1946
843.8749,722.1464,636.6074,863.6147
838.94,781.3657,794.5255,858.6797
834.005,834.005,827.4251,860.3247
825.7802,939.2838,998.5031,850.4548
835.65,860.3247,827.4251,861.9697
838.94,834.005,787.9456,860.3247
848.8099,860.3247,827.4251,861.9697
845.5199,834.005,827.4251,865.2596
848.8099,781.3657,728.7263,865.2596
850.4548,781.3657,834.005,860.3247
848.8099,807.6854,814.2653,857.0347
852.0998,781.3657,807.6854,868.5496
853.7448,807.6854,834.005,863.6147
858.6797,912.9641,959.0236,860.3247
860.3247,834.005,807.6854,863.6147
865.2596,860.3247,880.0645,866.9047
858.6797,886.6444,880.0645,860.3247
843.8749,755.046,669.507,875.1295
842.2299,912.9641,880.0645,866.9047
848.8099,912.9641,801.1054,861.9697
857.0347,912.9641,801.1054,863.6147
861.9697,912.9641,801.1054,868.5496
857.0347,912.9641,827.4251,868.5496
848.8099,860.3247,801.1054,868.5496
850.4548,860.3247,880.0645,866.9047
845.5199,912.9641,906.3842,850.4548
845.5199,807.6854,748.4661,866.9047
852.0998,860.3247,853.7448,865.2596
853.7448,965.6035,959.0236,855.3898
845.5199,860.3247,853.7448,858.6797
847.1649,860.3247,853.7448,858.6797
838.94,860.3247,827.4251,858.6797
842.2299,755.046,695.8267,868.5496
850.4548,807.6854,722.1464,863.6147
861.9697,676.0869,616.8676,863.6147
855.3898,912.9641,1143.261,855.3898
840.585,781.3657,827.4251,860.3247
835.65,807.6854,932.7039,855.3898
837.295,807.6854,827.4251,855.3898
835.65,807.6854,827.4251,863.6147
837.295,886.6444,880.0645,853.7448
847.1649,965.6035,932.7039,861.9697
850.4548,860.3247,774.7858,860.3247
852.0998,860.3247,774.7858,861.9697
848.8099,860.3247,827.4251,860.3247
840.585,834.005,774.7858,861.9697
850.4548,755.046,774.7858,870.1946
860.3247,755.046,722.1464,868.5496
853.7448,834.005,880.0645,860.3247
857.0347,834.005,827.4251,860.3247
857.0347,991.9232,827.4251,858.6797
847.1649,939.2838,616.8676,866.9047
840.585,886.6444,511.5889,865.2596
842.2299,939.2838,616.8676,863.6147
848.8099,834.005,511.5889,871.8396
855.3898,834.005,511.5889,865.2596
857.0347,781.3657,511.5889,863.6147
852.0998,834.005,616.8676,861.9697
850.4548,834.005,616.8676,861.9697
855.3898,939.2838,722.1464,863.6147
842.2299,886.6444,722.1464,853.7448
848.8099,834.005,616.8676,863.6147
850.4548,834.005,722.1464,861.9697
850.4548,834.005,722.1464,860.3247
845.5199,834.005,722.1464,860.3247
853.7448,728.7263,616.8676,863.6147
852.0998,819.2002,880.0645,863.6147
852.0998,871.8396,722.1464,858.6797
845.5199,924.4789,774.7858,858.6797
843.8749,977.1183,774.7858,858.6797
857.0347,871.8396,616.8676,865.2596
855.3898,871.8396,616.8676,866.9047
863.6147,871.8396,616.8676,868.5496
861.9697,871.8396,616.8676,871.8396
858.6797,819.2002,564.2283,871.8396
852.0998,924.4789,827.4251,863.6147
855.3898,871.8396,669.507,866.9047
858.6797,924.4789,880.0645,866.9047
860.3247,871.8396,774.7858,860.3247
866.9047,924.4789,827.4251,860.3247
857.0347,924.4789,827.4251,858.6797
842.2299,977.1183,880.0645,850.4548
848.8099,871.8396,774.7858,857.0347
855.3898,852.0998,827.4251,863.6147
853.7448,884.9995,932.7039,870.1946
858.6797,835.65,880.0645,870.1946
850.4548,809.3303,880.0645,870.1946
852.0998,852.0998,932.7039,863.6147
863.6147,707.3416,774.7858,863.6147
857.0347,835.65,932.7039,855.3898
847.1649,822.4902,880.0645,863.6147
852.0998,822.4902,880.0645,852.0998
845.5199,980.4083,985.3432,847.1649
845.5199,838.94,827.4251,857.0347
857.0347,852.0998,827.4251,860.3247
848.8099,871.8396,880.0645,860.3247
853.7448,809.3303,774.7858,866.9047
863.6147,743.5311,774.7858,866.9047
845.5199,769.8508,774.7858,857.0347
845.5199,769.8508,774.7858,861.9697
850.4548,717.2114,722.1464,858.6797
847.1649,875.1295,932.7039,853.7448
850.4548,822.4902,827.4251,858.6797
842.2299,875.1295,985.3432,858.6797
837.295,875.1295,880.0645,852.0998
852.0998,822.4902,827.4251,865.2596
853.7448,822.4902,880.0645,857.0347
848.8099,769.8508,774.7858,863.6147
853.7448,822.4902,880.0645,863.6147
855.3898,769.8508,669.507,865.2596
853.7448,822.4902,722.1464,865.2596
860.3247,822.4902,827.4251,860.3247
842.2299,875.1295,774.7858,857.0347
840.585,875.1295,827.4251,858.6797
845.5199,875.1295,722.1464,860.3247
853.7448,848.8099,827.4251,863.6147
858.6797,888.2894,832.36,860.3247
863.6147,835.65,847.1649,866.9047
861.9697,815.9103,750.111,876.7745
847.1649,700.7616,741.8861,871.8396
837.295,819.2002,852.0998,866.9047
843.8749,806.0403,855.3898,863.6147
843.8749,858.6797,881.7095,855.3898
858.6797,917.899,860.3247,861.9697
860.3247,822.4902,819.2002,868.5496
850.4548,819.2002,779.7207,865.2596
853.7448,848.8099,832.36,861.9697
843.8749,868.5496,801.1054,858.6797
845.5199,815.9103,794.5255,863.6147
850.4548,861.9697,871.8396,863.6147
845.5199,898.1592,860.3247,852.0998
848.8099,898.1592,702.4066,857.0347
863.6147,845.5199,597.1279,857.0347
863.6147,845.5199,597.1279,858.6797
848.8099,950.7986,965.6035,861.9697
853.7448,898.1592,807.6854,860.3247
845.5199,1003.438,1070.882,857.0347
852.0998,898.1592,755.046,858.6797
858.6797,898.1592,807.6854,866.9047
838.94,898.1592,860.3247,861.9697
843.8749,845.5199,755.046,863.6147
847.1649,845.5199,807.6854,866.9047
852.0998,792.8806,702.4066,861.9697
845.5199,845.5199,807.6854,866.9047
837.295,845.5199,807.6854,860.3247
835.65,898.1592,860.3247,855.3898
838.94,950.7986,1018.243,857.0347
847.1649,898.1592,807.6854,868.5496
845.5199,950.7986,912.9641,863.6147
